ipa,pos,translation,grammar,derivation,notes
stirmaput,n,"cause, effet engendré",nom,stirmap + -ut (résultatif),enrichissement dérivationnel (contrainte 7)
praltaxas,n,"survie, persistance",nom,praltax + -as (abstrait),enrichissement dérivationnel (contrainte 7)
kʼaprikas,n,"liberté, absence de contrainte",nom,kʼaprik + -as (abstrait),enrichissement dérivationnel (contrainte 7)
kraxumil,n,"arme de frappe, marteau",nom,kraxum + -il (instrumental),enrichissement dérivationnel (contrainte 7)
kraxumut,n,"coup, frappe",nom,kraxum + -ut (résultatif),enrichissement dérivationnel (contrainte 7)
spilmaxil,n,téléphone,nom,spilmax + -il (instrumental),enrichissement dérivationnel (contrainte 7)
spilmaxut,n,"appel, coup de fil",nom,spilmax + -ut (résultatif),enrichissement dérivationnel (contrainte 7)
stipulkut,n,installation,nom,stipulk + -ut (résultatif),enrichissement dérivationnel (contrainte 7)
stipulkil,n,outil d'installation,nom,stipulk + -il (instrumental),enrichissement dérivationnel (contrainte 7)
krulpanil,n,récipient à remplir,nom,krulpan + -il (instrumental),enrichissement dérivationnel (contrainte 7)
stirpulkut,n,contrôle,nom,stirpulk + -ut (résultatif),enrichissement dérivationnel (contrainte 7)
stirpulkas,n,domaine du contrôle,nom,stirpulk + -as (abstrait),enrichissement dérivationnel (contrainte 7)
stirmalxut,n,attaque,nom,stirmalx + -ut (résultatif),enrichissement dérivationnel (contrainte 7)
stipulxil,n,lieu d'enfermement,nom,stipulx + -il (instrumental),enrichissement dérivationnel (contrainte 7)
stirmalpar,n,celui qui habille,nom,stirmalp + -ar (agentif),enrichissement dérivationnel (contrainte 7)
stirpaxulut,n,enquête,nom,stirpaxul + -ut (résultatif),enrichissement dérivationnel (contrainte 7)
prultumas,n,voisinage,nom,prultum + -as (abstrait),enrichissement dérivationnel (contrainte 7)
pramsulas,n,commandement,nom,pramsul + -as (abstrait),enrichissement dérivationnel (contrainte 7)
krismarkut,n,assassinat,nom,krismark + -ut (résultatif),enrichissement dérivationnel (contrainte 7)
krismarkas,n,meurtre,nom,krismark + -as (abstrait),enrichissement dérivationnel (contrainte 7)
spirmarkut,n,sortilège,nom,spirmark + -ut (résultatif),enrichissement dérivationnel (contrainte 7)
spirmarkas,n,sorcellerie,nom,spirmark + -as (abstrait),enrichissement dérivationnel (contrainte 7)
prankulut,n,arrachage,nom,prankul + -ut (résultatif),enrichissement dérivationnel (contrainte 7)
xiltuput,n,énervement,nom,xiltup + -ut (résultatif),enrichissement dérivationnel (contrainte 7)
xiltupus,v.stat,être énervé,verbe statif,xiltup + -us (désidératif),enrichissement dérivationnel (contrainte 7)
plamulut,n,placement,nom,plamul + -ut (résultatif),enrichissement dérivationnel (contrainte 7)
priltaxut,n,remplacement,nom,priltax + -ut (résultatif),enrichissement dérivationnel (contrainte 7)
xiltamut,n,emmerdement,nom,xiltam + -ut (résultatif),enrichissement dérivationnel (contrainte 7)
klimsular,n,celui qui déjeune,nom,klimsul + -ar (agentif),enrichissement dérivationnel (contrainte 7)
klimparut,n,entraînement,nom,klimpar + -ut (résultatif),enrichissement dérivationnel (contrainte 7)
prankatas,n,pratique du sous-titrage,nom,prankat + -as (abstrait),enrichissement dérivationnel (contrainte 7)
stirmanas,n,danse,nom,stirman + -as (abstrait),enrichissement dérivationnel (contrainte 7)
stirmakar,n,"coupable, responsable",nom,stirmak + -ar (agentif),enrichissement dérivationnel (contrainte 7)
stimatil,n,"surface, dessus",nom,stimat + -il (instrumental),enrichissement dérivationnel (contrainte 7)
stirpuxut,n,étonnement,nom,stirpux + -ut (résultatif),enrichissement dérivationnel (contrainte 7)
stirpuxas,n,"étonnement, surprise",nom,stirpux + -as (abstrait),enrichissement dérivationnel (contrainte 7)
klimsuput,n,accusation,nom,klimsup + -ut (résultatif),enrichissement dérivationnel (contrainte 7)
klimruput,n,menace,nom,klimrup + -ut (résultatif),enrichissement dérivationnel (contrainte 7)
klimrupas,n,"menace, danger",nom,klimrup + -as (abstrait),enrichissement dérivationnel (contrainte 7)
riptalar,n,celui qui pique,nom,riptal + -ar (agentif),enrichissement dérivationnel (contrainte 7)
maltar,n,mangeur,nom,malt + -ar (agentif),enrichissement dérivationnel (contrainte 7)
maltil,n,"assiette, lieu de manger",nom,malt + -il (instrumental),enrichissement dérivationnel (contrainte 7)
xurtil,n,"route, chemin",nom,xurt + -il (instrumental),enrichissement dérivationnel (contrainte 7)
turkil,n,"four, lieu de cuisson",nom,turk + -il (instrumental),enrichissement dérivationnel (contrainte 7)
narput,n,"saveur, goût",nom,narp + -ut (résultatif),enrichissement dérivationnel (contrainte 7)
kalsil,n,"table, comptoir de service",nom,kals + -il (instrumental),enrichissement dérivationnel (contrainte 7)
rampil,n,"terrier, galerie de rampant",nom,ramp + -il (instrumental),enrichissement dérivationnel (contrainte 7)
kilsus,v.stat,"avoir besoin d'animal, manquer de bête",verbe statif,kils + -us (désidératif),enrichissement dérivationnel (contrainte 7)
nursil,n,"enclos, étable, lieu de domestique",nom,nurs + -il (instrumental),enrichissement dérivationnel (contrainte 7)
halsil,n,"feuillée, bosquet, endroit feuillu",nom,hals + -il (instrumental),enrichissement dérivationnel (contrainte 7)
halsus,v.stat,"manquer de feuilles, être en besoin de verdure",verbe statif,hals + -us (désidératif),enrichissement dérivationnel (contrainte 7)
primar,n,"chose verte, plante, être vivant",nom,prim + -ar (agentif),enrichissement dérivationnel (contrainte 7)
urikut,n,"fleur, épanouissement",nom,urik + -ut (résultatif),enrichissement dérivationnel (contrainte 7)
sunil,n,"rayon solaire, source de lumière",nom,sun + -il (instrumental),enrichissement dérivationnel (contrainte 7)
hakil,n,"sommet, refuge montagneux",nom,hak + -il (instrumental),enrichissement dérivationnel (contrainte 7)
talil,n,"vallée, creux, terrain bas",nom,tal + -il (instrumental),enrichissement dérivationnel (contrainte 7)
lunil,n,"clair de lune, clarté lunaire",nom,lun + -il (instrumental),enrichissement dérivationnel (contrainte 7)
naksil,n,"bassin, récipient à gouttes",nom,naks + -il (instrumental),enrichissement dérivationnel (contrainte 7)
kirtil,n,"foyer, lieu de cendre",nom,kirt + -il (instrumental),enrichissement dérivationnel (contrainte 7)
lustar,n,"venteur, celui qui souffle",nom,lust + -ar (agentif),enrichissement dérivationnel (contrainte 7)
mixtil,n,"nuage, voile de brouillard",nom,mixt + -il (instrumental),enrichissement dérivationnel (contrainte 7)
mixtus,v.stat,"manquer de clarté, être brumeux",verbe statif,mixt + -us (désidératif),enrichissement dérivationnel (contrainte 7)
talpil,n,"délai, période mesurée",nom,talp + -il (instrumental),enrichissement dérivationnel (contrainte 7)
xirnut,n,"cycle complet, révolution",nom,xirn + -ut (résultatif),enrichissement dérivationnel (contrainte 7)
stirnar,n,"ancien, vieillard",nom,stirn + -ar (agentif),enrichissement dérivationnel (contrainte 7)
prankil,n,"saison, période saisonnière",nom,prank + -il (instrumental),enrichissement dérivationnel (contrainte 7)
mulil,n,"nuit, lieu nocturne",nom,mul + -il (instrumental),enrichissement dérivationnel (contrainte 7)
kirnil,n,"année, cycle annuel",nom,kirn + -il (instrumental),enrichissement dérivationnel (contrainte 7)
sinkut,n,"extension, durée prolongée",nom,sink + -ut (résultatif),enrichissement dérivationnel (contrainte 7)
haltar,n,"celui qui avance, progressant",nom,halt + -ar (agentif),enrichissement dérivationnel (contrainte 7)
haltut,n,"progression, avancée",nom,halt + -ut (résultatif),enrichissement dérivationnel (contrainte 7)
murput,n,"l'état de déclin, la dégénérescence",nom,murp + -ut (résultatif),enrichissement dérivationnel (contrainte 7)
hirkut,n,"ce qui s'est écoulé, le reste du passé",nom,hirk + -ut (résultatif),enrichissement dérivationnel (contrainte 7)
xulil,n,"le contenant, l'espace intérieur",nom,xul + -il (instrumental),enrichissement dérivationnel (contrainte 7)
nirkil,n,"l'espace extérieur, le lieu du dehors",nom,nirk + -il (instrumental),enrichissement dérivationnel (contrainte 7)
lankil,n,"le seuil, le lieu liminal",nom,lank + -il (instrumental),enrichissement dérivationnel (contrainte 7)
pilsil,n,"le passage, le point de traversée",nom,pils + -il (instrumental),enrichissement dérivationnel (contrainte 7)
tulkil,n,"les extrémités, les marges",nom,tulk + -il (instrumental),enrichissement dérivationnel (contrainte 7)
hulkar,n,celui qui tombe,nom,hulk + -ar (agentif),enrichissement dérivationnel (contrainte 7)
makar,n,celui qui sent bon,nom,mak + -ar (agentif),enrichissement dérivationnel (contrainte 7)
xunkil,n,le lieu sombre,nom,xunk + -il (instrumental),enrichissement dérivationnel (contrainte 7)
lisil,n,l'instrument d'écoute,nom,lis + -il (instrumental),enrichissement dérivationnel (contrainte 7)
stinkut,n,"ce qui est mémorisé, le souvenir",nom,stink + -ut (résultatif),enrichissement dérivationnel (contrainte 7)
tulmas,n,"la honte, l'embarras",nom,tulm + -as (abstrait),enrichissement dérivationnel (contrainte 7)
tulmus,v.stat,"être honteux, éprouver de la gêne",verbe statif,tulm + -us (désidératif),enrichissement dérivationnel (contrainte 7)
stumas,n,"la surprise, l'étonnement",nom,stum + -as (abstrait),enrichissement dérivationnel (contrainte 7)
stumus,v.stat,"être surpris, étonné",verbe statif,stum + -us (désidératif),enrichissement dérivationnel (contrainte 7)
kurpas,n,"le dégoût, l'aversion",nom,kurp + -as (abstrait),enrichissement dérivationnel (contrainte 7)
kurpus,v.stat,"être dégouté, répugner",verbe statif,kurp + -us (désidératif),enrichissement dérivationnel (contrainte 7)
sulmas,n,"la solitude, l'abandon",nom,sulm + -as (abstrait),enrichissement dérivationnel (contrainte 7)
hultus,v.stat,"souffrir moralement, être en peine",verbe statif,hult + -us (désidératif),enrichissement dérivationnel (contrainte 7)
hulmut,n,"la reddition, l'abandon",nom,hulm + -ut (résultatif),enrichissement dérivationnel (contrainte 7)
printil,n,"l'instrument de marquage, le sceau",nom,print + -il (instrumental),enrichissement dérivationnel (contrainte 7)
sulpas,n,"la fixité, la cohésion",nom,sulp + -as (abstrait),enrichissement dérivationnel (contrainte 7)
rikil,n,"la fenêtre, l'ouverture lumineuse",nom,rik + -il (instrumental),enrichissement dérivationnel (contrainte 7)
malil,n,"le sol, le plancher, la fondation",nom,mal + -il (instrumental),enrichissement dérivationnel (contrainte 7)
suril,n,"habitation, demeure",nom,sur + -il (instrumental),enrichissement dérivationnel (contrainte 7)
takil,n,outil de construction,nom,tak + -il (instrumental),enrichissement dérivationnel (contrainte 7)
nimut,n,propreté,nom,nim + -ut (résultatif),enrichissement dérivationnel (contrainte 7)
nimil,n,"produit de nettoyage, balai",nom,nim + -il (instrumental),enrichissement dérivationnel (contrainte 7)
kraxas,n,"étroitesse, compression",nom,krax + -as (abstrait),enrichissement dérivationnel (contrainte 7)
hamxas,n,"coût, valeur",nom,hamx + -as (abstrait),enrichissement dérivationnel (contrainte 7)
kʼanult,v.stat,"être plein, contenir",verbe statif,nult + kʼa- (privatif),enrichissement dérivationnel (contrainte 7)
hirput,n,"augmentation, croissance",nom,hirp + -ut (résultatif),enrichissement dérivationnel (contrainte 7)
kʼapirn,v.stat,"être jeune, neuf",verbe statif,pirn + kʼa- (privatif),enrichissement dérivationnel (contrainte 7)
xantas,n,"vie, souffle",nom,xant + -as (abstrait),enrichissement dérivationnel (contrainte 7)
parkut,n,"mensonge, tromperie",nom,park + -ut (résultatif),enrichissement dérivationnel (contrainte 7)
kʼalark,v.stat,"être incertain, douter",verbe statif,lark + kʼa- (privatif),enrichissement dérivationnel (contrainte 7)
marnar,n,"celui qui oublie, étourdi",nom,marn + -ar (agentif),enrichissement dérivationnel (contrainte 7)
marnus,v.stat,être en manque de mémoire,verbe statif,marn + -us (désidératif),enrichissement dérivationnel (contrainte 7)
nurkas,n,"gouvernance, direction, commandement",nom,nurk + -as (abstrait),enrichissement dérivationnel (contrainte 7)
spalmar,n,"coopérateur, collaborateur",nom,spalm + -ar (agentif),enrichissement dérivationnel (contrainte 7)
sparnas,n,"transmission, filiation",nom,sparn + -as (abstrait),enrichissement dérivationnel (contrainte 7)
hulpas,n,"système d'interdiction, tabou",nom,hulp + -as (abstrait),enrichissement dérivationnel (contrainte 7)
maksut,n,"possession, richesse, accumulation",nom,maks + -ut (résultatif),enrichissement dérivationnel (contrainte 7)
maksas,n,"possession, richesse, propriété",nom,maks + -as (abstrait),enrichissement dérivationnel (contrainte 7)
rulkus,v.stat,"être en pente, tendre à descendre",verbe statif,rulk + -us (désidératif),enrichissement dérivationnel (contrainte 7)
palmas,n,"guidage, mentorat, compagnonnage",nom,palm + -as (abstrait),enrichissement dérivationnel (contrainte 7)
skapas,n,"nébulosité, couverture nuageuse",nom,skap + -as (abstrait),enrichissement dérivationnel (contrainte 7)
skaras,n,"éclair, illumination fulgurante",nom,skar + -as (abstrait),enrichissement dérivationnel (contrainte 7)
kirmus,v.stat,"être en quête de lissité, désirer lisser",verbe statif,kirm + -us (désidératif),enrichissement dérivationnel (contrainte 7)
krilil,n,"grattoir, outil à racler",nom,kril + -il (instrumental),enrichissement dérivationnel (contrainte 7)
riltil,n,"surface à lisser, toile glissante",nom,rilt + -il (instrumental),enrichissement dérivationnel (contrainte 7)
lintus,v.stat,"être besoin de repos, être fatigué",verbe statif,lint + -us (désidératif),enrichissement dérivationnel (contrainte 7)
malpar,n,celui qui mange,nom,malp + -ar (agentif),enrichissement dérivationnel (contrainte 7)
plinkut,n,"l'oubli, ce qui est oublié",nom,plink + -ut (résultatif),enrichissement dérivationnel (contrainte 7)
plinkas,n,"l'oubli (abstrait), l'amnésie",nom,plink + -as (abstrait),enrichissement dérivationnel (contrainte 7)
stikus,v.stat,"être tiède, avoir une température intermédiaire",verbe statif,stik + -us (désidératif),enrichissement dérivationnel (contrainte 7)
markil,n,"le lieu marqué, la surface brûlée",nom,mark + -il (instrumental),enrichissement dérivationnel (contrainte 7)
purtas,n,"la fonte, la fusion",nom,purt + -as (abstrait),enrichissement dérivationnel (contrainte 7)
silxas,n,"la combustion, l'incendie",nom,silx + -as (abstrait),enrichissement dérivationnel (contrainte 7)
sumpar,n,"celui qui est sale, le souillé",nom,sump + -ar (agentif),enrichissement dérivationnel (contrainte 7)
spurnus,v.stat,"être figé, rester immobile",verbe statif,spurn + -us (désidératif),enrichissement dérivationnel (contrainte 7)
kalmar,n,"celui qui trace, le traceur",nom,kalm + -ar (agentif),enrichissement dérivationnel (contrainte 7)
kumus,v.stat,"être visible, apparaître",verbe statif,kum + -us (désidératif),enrichissement dérivationnel (contrainte 7)
skalil,n,lieu de fête,nom,skal + -il (instrumental),enrichissement dérivationnel (contrainte 7)
murtar,n,celui qui meurt,nom,murt + -ar (agentif),enrichissement dérivationnel (contrainte 7)
xalut,n,"l'être aimé, celui qui est affectionné",nom,xal + -ut (résultatif),enrichissement dérivationnel (contrainte 7)
pulil,n,"l'arbre généalogique, le registre des lignées",nom,pul + -il (instrumental),enrichissement dérivationnel (contrainte 7)
kriput,n,"la racine, le système racinaire",nom,krip + -ut (résultatif),enrichissement dérivationnel (contrainte 7)
plasut,n,"la fleur, l'éclat de floraison",nom,plas + -ut (résultatif),enrichissement dérivationnel (contrainte 7)
skinas,n,"la semence, la germinativité",nom,skin + -as (abstrait),enrichissement dérivationnel (contrainte 7)
nilsut,n,"l'épine, le piquant",nom,nils + -ut (résultatif),enrichissement dérivationnel (contrainte 7)
klitut,n,"la branche, la ramification",nom,klit + -ut (résultatif),enrichissement dérivationnel (contrainte 7)
litas,n,"la protection écorcée, la fonction protectrice",nom,lit + -as (abstrait),enrichissement dérivationnel (contrainte 7)
kalas,n,"la minéralité, la nature rocheuse",nom,kal + -as (abstrait),enrichissement dérivationnel (contrainte 7)
